AÑO_ACCIDENTE,MES_ACCIDENTE,CLASE ACCIDENTE,SERVICIO_VEHICULO_ACCIDENTADO,CLASE_VEHICULO_ACCIDENTADO,CANTIDAD_VEHICULOS
2020,1,Atropello,PUBLICO,CAMION,1
2020,1,Caida Ocupante,PARTICULAR,MOTOCICLETA,2
2020,1,Choque,OFICIAL,CAMIONETA,2
2020,1,Choque,OFICIAL,CAMPERO,1
2020,1,Choque,OTROS,AUTOMOVIL,2
2020,1,Choque,OTROS,TRACCION ANIMAL,1
2020,1,Choque,OTROS,MANIPULADOR TELESCOPICO,1
2020,1,Choque,OTROS,PLATAFORMA DE ELEVACION,1
2020,1,Choque,OTROS,BICICLETA O TRICICLO,5
2020,1,Choque,PARTICULAR,AUTOMOVIL,267
2020,1,Choque,PARTICULAR,CAMION,9
2020,1,Choque,PARTICULAR,CAMIONETA,94
2020,1,Choque,PARTICULAR,CAMPERO,20
2020,1,Choque,PARTICULAR,MICROBUS,2
2020,1,Choque,PARTICULAR,MOTOCARRO,2
2020,1,Choque,PARTICULAR,MOTOCICLETA,101
2020,1,Choque,PARTICULAR,VOLQUETA,2
2020,1,Choque,PUBLICO,AUTOMOVIL,125
2020,1,Choque,PUBLICO,BUS,77
2020,1,Choque,PUBLICO,BUSETA,19
2020,1,Choque,PUBLICO,CAMION,32
2020,1,Choque,PUBLICO,CAMIONETA,11
2020,1,Choque,PUBLICO,TRACTO/CAMION,13
2020,1,Choque,PUBLICO,VOLQUETA,5
2020,2,Atropello,OTROS,BICICLETA O TRICICLO,1
2020,2,Atropello,PARTICULAR,AUTOMOVIL,6
2020,2,Atropello,PARTICULAR,CAMIONETA,2
2020,2,Atropello,PARTICULAR,CAMPERO,1
2020,2,Atropello,PARTICULAR,MOTOCICLETA,6
2020,2,Atropello,PUBLICO,AUTOMOVIL,7
2020,2,Atropello,PUBLICO,BUS,6
2020,2,Atropello,PUBLICO,BUSETA,1
2020,2,Atropello,PUBLICO,MICROBUS,1
2020,2,Caida Ocupante,PUBLICO,BUS,1
2020,2,Caida Ocupante,PUBLICO,BUSETA,2
2020,2,Choque,OFICIAL,AUTOMOVIL,1
2020,2,Choque,OFICIAL,CAMION,1
2020,2,Choque,OFICIAL,MOTOCICLETA,5
2020,2,Choque,OTROS,AUTOMOVIL,1
2020,2,Choque,OTROS,CUATRIMOTO,1
2020,2,Choque,OTROS,MAQUINARIA INDUSTRIAL,1
2020,2,Choque,OTROS,MOTOCICLETA,1
2020,2,Choque,OTROS,BICICLETA O TRICICLO,4
2020,2,Choque,OTROS,OTROS,1
2020,2,Choque,PARTICULAR,AUTOMOVIL,312
2020,2,Choque,PARTICULAR,BUSETA,1
2020,2,Choque,PARTICULAR,CAMION,9
2020,2,Choque,PARTICULAR,CAMIONETA,103
2020,2,Choque,PARTICULAR,CAMPERO,24
2020,2,Choque,PARTICULAR,MONTACARGAS,1
2020,2,Choque,PARTICULAR,MOTOCARRO,1
2020,2,Choque,PARTICULAR,MOTOCICLETA,105
2020,2,Choque,PARTICULAR,VOLQUETA,2
2020,2,Choque,PUBLICO,AUTOMOVIL,131
2020,2,Choque,PUBLICO,BUS,78
2020,2,Choque,PUBLICO,BUSETA,25
2020,2,Choque,PUBLICO,CAMION,38
2020,2,Choque,PUBLICO,CAMIONETA,17
2020,2,Choque,PUBLICO,MICROBUS,5
2020,2,Choque,PUBLICO,TRACTO/CAMION,11
2020,2,Choque,PUBLICO,VOLQUETA,7
2020,2,Otro,PARTICULAR,CAMIONETA,1
2020,2,Otro,PARTICULAR,MOTOCICLETA,1
2020,3,Atropello,OTROS,BICICLETA O TRICICLO,1
2020,3,Atropello,PARTICULAR,AUTOMOVIL,4
2020,3,Atropello,PARTICULAR,MOTOCICLETA,7
2020,3,Atropello,PUBLICO,AUTOMOVIL,1
2020,3,Atropello,PUBLICO,BUS,1
2020,3,Caida Ocupante,PUBLICO,BUS,1
2020,3,Choque,OFICIAL,CAMIONETA,3
2020,3,Choque,OFICIAL,MOTOCICLETA,2
2020,3,Choque,OTROS,MOTOCICLETA,1
2020,3,Choque,OTROS,TRACCION ANIMAL,2
2020,3,Choque,OTROS,BICICLETA O TRICICLO,4
2020,3,Choque,OTROS,OTROS,1
2020,3,Choque,PARTICULAR,AUTOMOVIL,201
2020,3,Choque,PARTICULAR,CAMION,4
2020,3,Choque,PARTICULAR,CAMIONETA,73
2020,3,Choque,PARTICULAR,CAMPERO,21
2020,3,Choque,PARTICULAR,MOTOCICLETA,71
2020,3,Choque,PARTICULAR,TRACTO/CAMION,1
2020,3,Choque,PUBLICO,AUTOMOVIL,64
2020,3,Choque,PUBLICO,BUS,49
2020,3,Choque,PUBLICO,BUSETA,14
2020,3,Choque,PUBLICO,CAMION,24
2020,3,Choque,PUBLICO,CAMIONETA,20
2020,3,Choque,PUBLICO,MICROBUS,10
2020,3,Choque,PUBLICO,TRACTO/CAMION,8
2020,3,Choque,PUBLICO,VOLQUETA,5
2020,3,Otro,PARTICULAR,CAMIONETA,2
2020,3,Otro,PUBLICO,AUTOMOVIL,4
2020,3,Otro,PUBLICO,BUS,1
2020,3,Otro,PUBLICO,BUSETA,1
2020,3,Otro,PUBLICO,CAMION,1
2020,3,Volcamiento,OFICIAL,MOTOCICLETA,1
2020,3,Volcamiento,PUBLICO,CAMION,1
2020,4,Atropello,OTROS,BICICLETA O TRICICLO,1
2020,4,Atropello,PARTICULAR,CAMIONETA,2
2020,4,Atropello,PARTICULAR,MOTOCICLETA,2
2020,4,Atropello,PUBLICO,AUTOMOVIL,1
2020,4,Choque,OFICIAL,CAMIONETA,1
2020,4,Choque,OFICIAL,MOTOCICLETA,2
2020,4,Choque,OTROS,BICICLETA O TRICICLO,1
2020,4,Choque,PARTICULAR,AUTOMOVIL,52
2020,4,Choque,PARTICULAR,CAMIONETA,36
2020,4,Choque,PARTICULAR,CAMPERO,3
2020,4,Choque,PARTICULAR,MOTOCICLETA,42
2020,4,Choque,PUBLICO,AUTOMOVIL,30
2020,4,Choque,PUBLICO,BUS,8
2020,4,Choque,PUBLICO,BUSETA,3
2020,4,Choque,PUBLICO,CAMION,12
2020,4,Choque,PUBLICO,CAMIONETA,6
2020,4,Choque,PUBLICO,TRACTO/CAMION,2
2020,4,Choque,PUBLICO,VOLQUETA,3
2020,4,Otro,PARTICULAR,MOTOCICLETA,1
2020,4,Otro,PUBLICO,CAMION,1
2020,4,Volcamiento,PUBLICO,VOLQUETA,1
2020,5,Atropello,PARTICULAR,AUTOMOVIL,1
2020,5,Atropello,PUBLICO,BUS,1
2020,5,Atropello,PUBLICO,BUSETA,1
2020,5,Choque,OFICIAL,AUTOMOVIL,1
2020,5,Choque,OFICIAL,CAMIONETA,1
2020,5,Choque,OFICIAL,CAMPERO,1
2020,5,Choque,OFICIAL,MOTOCICLETA,1
2020,5,Choque,OTROS,AUTOMOVIL,1
2020,5,Choque,OTROS,BICICLETA O TRICICLO,7
2020,5,Choque,OTROS,OTROS,1
2020,5,Choque,PARTICULAR,AUTOMOVIL,70
2020,5,Choque,PARTICULAR,CAMION,1
2020,5,Choque,PARTICULAR,CAMIONETA,35
2020,5,Choque,PARTICULAR,CAMPERO,7
2020,5,Choque,PARTICULAR,MINICARGADOR,1
2020,5,Choque,PARTICULAR,MOTOCICLETA,52
2020,5,Choque,PUBLICO,AUTOMOVIL,42
2020,5,Choque,PUBLICO,BUS,22
2020,5,Choque,PUBLICO,BUSETA,6
2020,5,Choque,PUBLICO,CAMION,13
2020,5,Choque,PUBLICO,CAMIONETA,12
2020,5,Choque,PUBLICO,MICROBUS,3
2020,5,Choque,PUBLICO,TRACTO/CAMION,5
2020,5,Choque,PUBLICO,VOLQUETA,2
2020,5,Incendio,PARTICULAR,AUTOMOVIL,1
2020,5,Incendio,PARTICULAR,MOTOCICLETA,1
2020,5,Otro,OFICIAL,MOTOCICLETA,2
2020,5,Otro,PARTICULAR,AUTOMOVIL,1
2020,5,Volcamiento,PUBLICO,CAMION,1
2020,5,Volcamiento,PUBLICO,TRACTO/CAMION,1
2020,6,Atropello,PARTICULAR,AUTOMOVIL,2
2020,6,Atropello,PARTICULAR,MOTOCICLETA,1
2020,6,Atropello,PUBLICO,AUTOMOVIL,2
2020,6,Atropello,PUBLICO,BUS,1
2020,6,Atropello,PUBLICO,TRACTO/CAMION,1
2020,6,Choque,OFICIAL,CAMION,1
2020,6,Choque,OFICIAL,CAMIONETA,2
2020,6,Choque,OFICIAL,MOTOCICLETA,2
2020,6,Choque,OTROS,CAMION,1
2020,6,Choque,OTROS,MOTOCICLETA,1
2020,6,Choque,OTROS,BICICLETA O TRICICLO,8
2020,6,Choque,PARTICULAR,AUTOMOVIL,81
2020,6,Choque,PARTICULAR,BUS,1
2020,6,Choque,PARTICULAR,CAMION,1
2020,6,Choque,PARTICULAR,CAMIONETA,41
2020,6,Choque,PARTICULAR,CAMPERO,7
2020,6,Choque,PARTICULAR,MOTOCICLETA,31
2020,6,Choque,PUBLICO,AUTOMOVIL,40
2020,6,Choque,PUBLICO,BUS,33
2020,6,Choque,PUBLICO,BUSETA,6
2020,6,Choque,PUBLICO,CAMION,17
2020,6,Choque,PUBLICO,CAMIONETA,7
2020,6,Choque,PUBLICO,MICROBUS,5
2020,6,Choque,PUBLICO,TRACTO/CAMION,3
2020,6,Choque,PUBLICO,VOLQUETA,2
2020,6,Otro,OFICIAL,MOTOCICLETA,1
2020,6,Otro,PARTICULAR,MOTOCICLETA,1
2020,6,Volcamiento,OTROS,BICICLETA O TRICICLO,1
2020,6,Volcamiento,PARTICULAR,AUTOMOVIL,1
2020,6,Volcamiento,PARTICULAR,CAMION,1
2020,6,Volcamiento,PUBLICO,CAMION,1
2020,7,Atropello,OTROS,AUTOMOVIL,1
2020,7,Atropello,PARTICULAR,AUTOMOVIL,1
2020,7,Atropello,PARTICULAR,MOTOCICLETA,4
2020,7,Atropello,PUBLICO,AUTOMOVIL,2
2020,7,Atropello,PUBLICO,BUS,3
2020,7,Choque,OFICIAL,CAMIONETA,1
2020,7,Choque,OFICIAL,MOTOCICLETA,2
2020,7,Choque,OTROS,MAQUINARIA INDUSTRIAL,1
2020,7,Choque,OTROS,TRACCION ANIMAL,3
2020,7,Choque,OTROS,BICICLETA O TRICICLO,7
2020,7,Choque,OTROS,OTROS,1
2020,7,Choque,PARTICULAR,AUTOMOVIL,73
2020,7,Choque,PARTICULAR,CAMION,3
2020,7,Choque,PARTICULAR,CAMIONETA,42
2020,7,Choque,PARTICULAR,CAMPERO,13
2020,7,Choque,PARTICULAR,MOTOCICLETA,55
2020,7,Choque,PARTICULAR,TRACTO/CAMION,1
2020,7,Choque,PUBLICO,AUTOMOVIL,34
2020,7,Choque,PUBLICO,BUS,33
2020,7,Choque,PUBLICO,BUSETA,6
2020,7,Choque,PUBLICO,CAMION,13
2020,7,Choque,PUBLICO,CAMIONETA,11
2020,7,Choque,PUBLICO,MICROBUS,8
2020,7,Choque,PUBLICO,TRACTO/CAMION,6
2020,7,Choque,PUBLICO,VOLQUETA,3
2020,7,Otro,OFICIAL,MOTOCICLETA,1
2020,8,Atropello,OTROS,AUTOMOVIL,1
2020,8,Atropello,PARTICULAR,AUTOMOVIL,1
2020,8,Atropello,PARTICULAR,CAMION,1
2020,8,Atropello,PARTICULAR,MOTOCICLETA,2
2020,8,Atropello,PUBLICO,AUTOMOVIL,4
2020,8,Caida Ocupante,PARTICULAR,VOLQUETA,1
2020,8,Caida Ocupante,PUBLICO,BUS,1
2020,8,Choque,OFICIAL,AUTOMOVIL,1
2020,8,Choque,OFICIAL,CAMIONETA,4
2020,8,Choque,OFICIAL,MOTOCICLETA,2
2020,8,Choque,OTROS,AUTOMOVIL,1
2020,8,Choque,OTROS,MOTOCICLETA,1
2020,8,Choque,OTROS,BICICLETA O TRICICLO,6
2020,8,Choque,PARTICULAR,AUTOMOVIL,109
2020,8,Choque,PARTICULAR,BUS,1
2020,8,Choque,PARTICULAR,CAMION,4
2020,8,Choque,PARTICULAR,CAMIONETA,34
2020,8,Choque,PARTICULAR,CAMPERO,9
2020,8,Choque,PARTICULAR,MICROBUS,2
2020,8,Choque,PARTICULAR,MOTOCARRO,1
2020,8,Choque,PARTICULAR,MOTOCICLETA,50
2020,8,Choque,PUBLICO,AUTOMOVIL,50
2020,8,Choque,PUBLICO,BUS,41
2020,8,Choque,PUBLICO,BUSETA,8
2020,8,Choque,PUBLICO,CAMION,21
2020,8,Choque,PUBLICO,CAMIONETA,8
2020,8,Choque,PUBLICO,CAMPERO,1
2020,8,Choque,PUBLICO,MICROBUS,4
2020,8,Choque,PUBLICO,TRACTO/CAMION,3
2020,8,Choque,PUBLICO,VOLQUETA,3
2020,8,Otro,PARTICULAR,AUTOMOVIL,1
2020,8,Otro,PARTICULAR,CAMIONETA,1
2020,8,Otro,PARTICULAR,MOTOCICLETA,1
2020,8,Otro,PUBLICO,CAMION,1
2020,8,Otro,PUBLICO,TRACTO/CAMION,1
2020,8,Volcamiento,PARTICULAR,AUTOMOVIL,1
2020,8,Volcamiento,PUBLICO,AUTOMOVIL,1
2020,9,Atropello,PARTICULAR,AUTOMOVIL,2
2020,9,Atropello,PARTICULAR,CAMIONETA,1
2020,9,Atropello,PARTICULAR,MOTOCICLETA,3
2020,9,Atropello,PUBLICO,AUTOMOVIL,3
2020,9,Atropello,PUBLICO,BUS,2
2020,9,Atropello,PUBLICO,TRACTO/CAMION,1
2020,9,Caida Ocupante,PUBLICO,BUS,1
2020,9,Caida Ocupante,PUBLICO,BUSETA,1
2020,9,Choque,OFICIAL,CAMION,1
2020,9,Choque,OFICIAL,CAMIONETA,1
2020,9,Choque,OFICIAL,MOTOCICLETA,1
2020,9,Choque,OTROS,AUTOMOVIL,2
2020,9,Choque,OTROS,MOTOCICLETA,1
2020,9,Choque,OTROS,BICICLETA O TRICICLO,6
2020,9,Choque,PARTICULAR,AUTOMOVIL,156
2020,9,Choque,PARTICULAR,CAMION,5
2020,9,Choque,PARTICULAR,CAMIONETA,62
2020,9,Choque,PARTICULAR,CAMPERO,8
2020,9,Choque,PARTICULAR,MICROBUS,1
2020,9,Choque,PARTICULAR,MOTOCICLETA,68
2020,9,Choque,PARTICULAR,VOLQUETA,1
2020,9,Choque,PUBLICO,AUTOMOVIL,79
2020,9,Choque,PUBLICO,BUS,51
2020,9,Choque,PUBLICO,BUSETA,16
2020,9,Choque,PUBLICO,CAMION,20
2020,9,Choque,PUBLICO,CAMIONETA,13
2020,9,Choque,PUBLICO,CAMPERO,1
2020,9,Choque,PUBLICO,MICROBUS,2
2020,9,Choque,PUBLICO,TRACTO/CAMION,11
2020,9,Choque,PUBLICO,VOLQUETA,4
2020,9,Otro,PARTICULAR,CAMIONETA,1
2020,9,Otro,PUBLICO,AUTOMOVIL,1
2020,9,Otro,PUBLICO,CAMION,1
2020,9,Volcamiento,PARTICULAR,AUTOMOVIL,1
2020,9,Volcamiento,PUBLICO,CAMION,1
2020,10,Atropello,OTROS,BICICLETA O TRICICLO,1
2020,10,Atropello,PARTICULAR,AUTOMOVIL,1
2020,10,Atropello,PARTICULAR,CAMIONETA,3
2020,10,Atropello,PARTICULAR,CAMPERO,1
2020,10,Atropello,PARTICULAR,MOTOCICLETA,6
2020,10,Atropello,PUBLICO,AUTOMOVIL,1
2020,10,Atropello,PUBLICO,BUS,5
2020,10,Atropello,PUBLICO,CAMION,1
2020,10,Caida Ocupante,PUBLICO,BUS,1
2020,10,Choque,OFICIAL,CAMIONETA,2
2020,10,Choque,OFICIAL,MOTOCICLETA,3
2020,10,Choque,OTROS,AUTOMOVIL,6
2020,10,Choque,OTROS,TRACCION ANIMAL,2
2020,10,Choque,OTROS,TRACTO/CAMION,1
2020,10,Choque,OTROS,BICICLETA O TRICICLO,12
2020,10,Choque,PARTICULAR,AUTOMOVIL,212
2020,10,Choque,PARTICULAR,BUS,1
2020,10,Choque,PARTICULAR,BUSETA,1
2020,10,Choque,PARTICULAR,CAMION,4
2020,10,Choque,PARTICULAR,CAMIONETA,64
2020,10,Choque,PARTICULAR,CAMPERO,16
2020,10,Choque,PARTICULAR,MICROBUS,1
2020,10,Choque,PARTICULAR,MOTOCICLETA,90
2020,10,Choque,PUBLICO,AUTOMOVIL,86
2020,10,Choque,PUBLICO,BUS,81
2020,10,Choque,PUBLICO,BUSETA,17
2020,10,Choque,PUBLICO,CAMION,33
2020,10,Choque,PUBLICO,CAMIONETA,12
2020,10,Choque,PUBLICO,MICROBUS,7
2020,10,Choque,PUBLICO,TRACTO/CAMION,14
2020,10,Choque,PUBLICO,VOLQUETA,7
2020,10,Otro,PARTICULAR,AUTOMOVIL,1
2020,10,Otro,PARTICULAR,MOTOCICLETA,1
2020,10,Volcamiento,PARTICULAR,CAMIONETA,1
2020,10,Volcamiento,PARTICULAR,MOTOCICLETA,2
2020,11,Atropello,PARTICULAR,AUTOMOVIL,3
2020,11,Atropello,PARTICULAR,CAMIONETA,1
2020,11,Atropello,PARTICULAR,CAMPERO,1
2020,11,Atropello,PARTICULAR,MOTOCICLETA,6
2020,11,Atropello,PUBLICO,BUS,4
2020,11,Atropello,PUBLICO,BUSETA,1
2020,11,Atropello,PUBLICO,CAMIONETA,1
2020,11,Caida Ocupante,PARTICULAR,MOTOCICLETA,2
2020,11,Caida Ocupante,PUBLICO,BUS,2
2020,11,Choque,OFICIAL,CAMIONETA,1
2020,11,Choque,OFICIAL,CAMPERO,1
2020,11,Choque,OTROS,AUTOMOVIL,1
2020,11,Choque,OTROS,MOTOCICLETA,1
2020,11,Choque,OTROS,BICICLETA O TRICICLO,3
2020,11,Choque,PARTICULAR,AUTOMOVIL,170
2020,11,Choque,PARTICULAR,BUS,1
2020,11,Choque,PARTICULAR,CAMION,4
2020,11,Choque,PARTICULAR,CAMIONETA,79
2020,11,Choque,PARTICULAR,CAMPERO,12
2020,11,Choque,PARTICULAR,MOTOCICLETA,62
2020,11,Choque,PUBLICO,AUTOMOVIL,74
2020,11,Choque,PUBLICO,BUS,63
2020,11,Choque,PUBLICO,BUSETA,19
2020,11,Choque,PUBLICO,CAMION,22
2020,11,Choque,PUBLICO,CAMIONETA,19
2020,11,Choque,PUBLICO,MICROBUS,3
2020,11,Choque,PUBLICO,TRACTO/CAMION,10
2020,11,Choque,PUBLICO,VOLQUETA,2
2020,11,Otro,PARTICULAR,CAMIONETA,1
2020,11,Otro,PUBLICO,VOLQUETA,1
2020,12,Atropello,PARTICULAR,AUTOMOVIL,3
2020,12,Atropello,PARTICULAR,CAMIONETA,1
2020,12,Atropello,PARTICULAR,MOTOCICLETA,6
2020,12,Atropello,PUBLICO,AUTOMOVIL,2
2020,12,Atropello,PUBLICO,BUS,5
2020,12,Caida Ocupante,PUBLICO,BUS,2
2020,12,Choque,OFICIAL,CAMION,1
2020,12,Choque,OFICIAL,CAMIONETA,2
2020,12,Choque,OFICIAL,CAMPERO,1
2020,12,Choque,OFICIAL,MOTOCICLETA,4
2020,12,Choque,OTROS,AUTOMOVIL,1
2020,12,Choque,OTROS,MOTOCICLETA,2
2020,12,Choque,OTROS,BICICLETA O TRICICLO,8
2020,12,Choque,PARTICULAR,AUTOMOVIL,271
2020,12,Choque,PARTICULAR,CAMION,7
2020,12,Choque,PARTICULAR,CAMIONETA,111
2020,12,Choque,PARTICULAR,CAMPERO,16
2020,12,Choque,PARTICULAR,MOTOCICLETA,92
2020,12,Choque,PUBLICO,AUTOMOVIL,116
2020,12,Choque,PUBLICO,BUS,68
2020,12,Choque,PUBLICO,BUSETA,14
2020,12,Choque,PUBLICO,CAMION,35
2020,12,Choque,PUBLICO,CAMIONETA,20
2020,12,Choque,PUBLICO,MICROBUS,9
2020,12,Choque,PUBLICO,TRACTO/CAMION,9
2020,12,Choque,PUBLICO,VOLQUETA,5
2020,12,Otro,PARTICULAR,MOTOCICLETA,2
2020,12,Otro,PUBLICO,VOLQUETA,1
2020,12,Volcamiento,PARTICULAR,MOTOCICLETA,1
2021,1,Atropello,OTROS,MOTOCICLETA,1
2021,1,Atropello,PARTICULAR,AUTOMOVIL,1
2021,1,Atropello,PARTICULAR,MOTOCICLETA,8
2021,1,Atropello,PUBLICO,AUTOMOVIL,1
2021,1,Atropello,PUBLICO,BUS,1
2021,1,Atropello,PUBLICO,CAMION,1
2021,1,Caida Ocupante,PUBLICO,BUS,4
2021,1,Choque,OFICIAL,CAMIONETA,2
2021,1,Choque,OFICIAL,MOTOCICLETA,1
2021,1,Choque,OTROS,MOTOCICLETA,1
2021,1,Choque,OTROS,TRACTO/CAMION,1
2021,1,Choque,OTROS,BICICLETA O TRICICLO,10
2021,1,Choque,PARTICULAR,AUTOMOVIL,226
2021,1,Choque,PARTICULAR,BUS,1
2021,1,Choque,PARTICULAR,CAMION,4
2021,1,Choque,PARTICULAR,CAMIONETA,66
2021,1,Choque,PARTICULAR,CAMPERO,24
2021,1,Choque,PARTICULAR,MOTOCICLETA,93
2021,1,Choque,PARTICULAR,VOLQUETA,1
2021,1,Choque,PUBLICO,AUTOMOVIL,92
2021,1,Choque,PUBLICO,BUS,56
2021,1,Choque,PUBLICO,BUSETA,19
2021,1,Choque,PUBLICO,CAMION,33
2021,1,Choque,PUBLICO,CAMIONETA,16
2021,1,Choque,PUBLICO,MICROBUS,6
2021,1,Choque,PUBLICO,TRACTO/CAMION,7
2021,1,Choque,PUBLICO,VOLQUETA,6
2021,1,Otro,PARTICULAR,MOTOCICLETA,2
2021,1,Otro,PUBLICO,AUTOMOVIL,1
2021,1,Volcamiento,PARTICULAR,AUTOMOVIL,1
2021,2,Atropello,PARTICULAR,AUTOMOVIL,2
2021,2,Atropello,PARTICULAR,MOTOCICLETA,2
2021,2,Atropello,PUBLICO,BUS,1
2021,2,Choque,OFICIAL,CAMIONETA,1
2021,2,Choque,OFICIAL,CAMPERO,1
2021,2,Choque,OFICIAL,MICROBUS,1
2021,2,Choque,OFICIAL,MOTOCICLETA,1
2021,2,Choque,OTROS,AUTOMOVIL,2
2021,2,Choque,OTROS,MOTOCICLETA,1
2021,2,Choque,OTROS,BICICLETA O TRICICLO,8
2021,2,Choque,OTROS,OTROS,2
2021,2,Choque,PARTICULAR,AUTOMOVIL,212
2021,2,Choque,PARTICULAR,BUS,1
2021,2,Choque,PARTICULAR,CAMION,3
2021,2,Choque,PARTICULAR,CAMIONETA,70
2021,2,Choque,PARTICULAR,CAMPERO,18
2021,2,Choque,PARTICULAR,MOTOCICLETA,107
2021,2,Choque,PUBLICO,AUTOMOVIL,92
2021,2,Choque,PUBLICO,BUS,68
2021,2,Choque,PUBLICO,BUSETA,24
2021,2,Choque,PUBLICO,CAMION,23
2021,2,Choque,PUBLICO,CAMIONETA,22
2021,2,Choque,PUBLICO,MICROBUS,3
2021,2,Choque,PUBLICO,TRACTO/CAMION,11
2021,2,Choque,PUBLICO,VOLQUETA,5
2021,2,Otro,PARTICULAR,MOTOCICLETA,1
2021,2,Volcamiento,PARTICULAR,AUTOMOVIL,2
2021,2,Volcamiento,PARTICULAR,CAMPERO,1
2021,2,Volcamiento,PUBLICO,AUTOMOVIL,1
2021,2,Volcamiento,PUBLICO,CAMION,1
2021,3,Atropello,PARTICULAR,AUTOMOVIL,2
2021,3,Atropello,PARTICULAR,CAMIONETA,2
2021,3,Atropello,PARTICULAR,MOTOCICLETA,1
2021,3,Atropello,PUBLICO,AUTOMOVIL,1
2021,3,Atropello,PUBLICO,BUS,2
2021,3,Atropello,PUBLICO,CAMION,1
2021,3,Atropello,PUBLICO,MICROBUS,1
2021,3,Caida Ocupante,PUBLICO,CAMION,1
2021,3,Choque,OFICIAL,AUTOMOVIL,2
2021,3,Choque,OFICIAL,CAMIONETA,2
2021,3,Choque,OFICIAL,MOTOCICLETA,2
2021,3,Choque,OTROS,AUTOMOVIL,4
2021,3,Choque,OTROS,MOTOCICLETA,2
2021,3,Choque,OTROS,BICICLETA O TRICICLO,8
2021,3,Choque,OTROS,OTROS,1
2021,3,Choque,PARTICULAR,AUTOMOVIL,268
2021,3,Choque,PARTICULAR,CAMION,6
2021,3,Choque,PARTICULAR,CAMIONETA,97
2021,3,Choque,PARTICULAR,CAMPERO,16
2021,3,Choque,PARTICULAR,MOTOCARRO,1
2021,3,Choque,PARTICULAR,MOTOCICLETA,114
2021,3,Choque,PARTICULAR,TRACTO/CAMION,1
2021,3,Choque,PUBLICO,AUTOMOVIL,97
2021,3,Choque,PUBLICO,BUS,67
2021,3,Choque,PUBLICO,BUSETA,22
2021,3,Choque,PUBLICO,CAMION,29
2021,3,Choque,PUBLICO,CAMIONETA,22
2021,3,Choque,PUBLICO,MICROBUS,4
2021,3,Choque,PUBLICO,TRACTO/CAMION,4
2021,3,Choque,PUBLICO,VOLQUETA,4
2021,3,Otro,PARTICULAR,MOTOCICLETA,2
2021,3,Otro,PUBLICO,CAMION,1
2021,3,Volcamiento,PARTICULAR,AUTOMOVIL,1
2021,3,Volcamiento,PARTICULAR,MOTOCICLETA,1
2021,4,Atropello,PARTICULAR,MOTOCICLETA,2
2021,4,Atropello,PUBLICO,AUTOMOVIL,2
2021,4,Atropello,PUBLICO,BUS,2
2021,4,Atropello,PUBLICO,CAMION,2
2021,4,Atropello,PUBLICO,MICROBUS,1
2021,4,Atropello,PUBLICO,TRACTO/CAMION,1
2021,4,Caida Ocupante,OFICIAL,MOTOCICLETA,1
2021,4,Caida Ocupante,PUBLICO,BUS,2
2021,4,Choque,OFICIAL,BUSETA,1
2021,4,Choque,OFICIAL,CAMIONETA,1
2021,4,Choque,OFICIAL,MOTOCICLETA,1
2021,4,Choque,OTROS,AUTOMOVIL,1
2021,4,Choque,OTROS,MOTOCICLETA,1
2021,4,Choque,OTROS,BICICLETA O TRICICLO,5
2021,4,Choque,PARTICULAR,AUTOMOVIL,176
2021,4,Choque,PARTICULAR,BUS,1
2021,4,Choque,PARTICULAR,CAMION,3
2021,4,Choque,PARTICULAR,CAMIONETA,72
2021,4,Choque,PARTICULAR,CAMPERO,9
2021,4,Choque,PARTICULAR,MOTOCICLETA,54
2021,4,Choque,PUBLICO,AUTOMOVIL,79
2021,4,Choque,PUBLICO,BUS,46
2021,4,Choque,PUBLICO,BUSETA,11
2021,4,Choque,PUBLICO,CAMION,29
2021,4,Choque,PUBLICO,CAMIONETA,21
2021,4,Choque,PUBLICO,CAMPERO,1
2021,4,Choque,PUBLICO,MICROBUS,1
2021,4,Choque,PUBLICO,TRACTO/CAMION,11
2021,4,Choque,PUBLICO,VOLQUETA,3
2021,4,Volcamiento,PUBLICO,CAMIONETA,1
2021,5,Atropello,OTROS,AUTOMOVIL,1
2021,5,Atropello,PARTICULAR,MOTOCICLETA,1
2021,5,Atropello,PUBLICO,AUTOMOVIL,2
2021,5,Atropello,PUBLICO,BUS,1
2021,5,Atropello,PUBLICO,BUSETA,1
2021,5,Caida Ocupante,OTROS,BICICLETA O TRICICLO,1
2021,5,Caida Ocupante,PARTICULAR,MOTOCICLETA,1
2021,5,Caida Ocupante,PUBLICO,BUS,3
2021,5,Choque,OFICIAL,CAMIONETA,3
2021,5,Choque,OFICIAL,MOTOCICLETA,3
2021,5,Choque,OTROS,AUTOMOVIL,2
2021,5,Choque,OTROS,MOTOCICLETA,2
2021,5,Choque,OTROS,BICICLETA O TRICICLO,11
2021,5,Choque,PARTICULAR,AUTOMOVIL,190
2021,5,Choque,PARTICULAR,CAMIONETA,71
2021,5,Choque,PARTICULAR,CAMPERO,19
2021,5,Choque,PARTICULAR,MOTOCICLETA,90
2021,5,Choque,PUBLICO,AUTOMOVIL,77
2021,5,Choque,PUBLICO,BUS,71
2021,5,Choque,PUBLICO,BUSETA,20
2021,5,Choque,PUBLICO,CAMION,20
2021,5,Choque,PUBLICO,CAMIONETA,17
2021,5,Choque,PUBLICO,CAMPERO,1
